Data_Hora,ID_Veiculo,Linha,Latitude,Longitude,Numero_Passageiros,Tempo_Viagem_Minutos,Dado_Correto,Hora,Horario_Pico,Situacao
2024-03-06 22:31:00,Onibus 7,Linha 404,-23.558083,-46.678092,28,89,True,22,0,Rapida
2024-03-22 01:54:00,Onibus 15,Linha 404,-23.599569,-46.669108,1,69,True,1,0,Rapida
2024-03-13 07:45:00,Onibus 19,Linha 101,-23.560247,-46.646464,2,53,True,7,0,Rapida
2024-03-12 19:55:00,Onibus 5,Linha 303,-23.586615,-46.635734,0,50,True,19,0,Rapida
2024-03-21 15:48:00,Onibus 3,Linha 404,-23.570744,-46.653648,10,56,True,15,0,Rapida
2024-03-11 02:17:00,Onibus 18,Linha 505,-23.592533,-46.656664,7,42,True,2,0,Rapida
2024-03-13 18:08:00,Onibus 23,Linha 202,-23.57269,-46.657036,20,72,True,18,0,Rapida
2024-03-28 02:17:00,Onibus 3,Linha 202,-23.563317,-46.637142,24,53,True,2,0,Rapida
2024-03-05 05:47:00,Onibus 7,Linha 101,-23.570777,-46.656749,32,78,True,5,1,Lenta
2024-03-11 08:25:00,Onibus 3,Linha 505,-23.579772,-46.678224,33,43,True,8,1,Lenta
2024-03-17 07:45:00,Onibus 6,Linha 694,-23.595978,-46.610888,20,105,False,7,0,Rapida
2024-03-03 03:49:00,Onibus 26,Linha 101,-23.592315,-46.66788,20,87,True,3,0,Rapida
2024-03-06 20:30:00,Onibus 3,Linha 303,-23.573174,-46.642562,28,25,True,20,0,Rapida
2024-03-30 15:06:00,Onibus 14,Linha 202,-23.59476,-46.662814,15,21,True,15,0,Rapida
2024-03-05 13:20:00,Veiculo 188,Linha 303,-23.570069,-46.629229,8,104,False,13,0,Rapida
2024-03-14 19:17:00,Onibus 21,Linha 404,-23.584315,-46.634171,33,73,True,19,1,Lenta
2024-09-29 05:00:00,Onibus 25,Linha 404,-23.611314,-46.623895,26,136,False,5,0,Rapida
2024-03-09 10:39:00,Onibus 28,Linha 505,-23.581212,-46.641763,10,69,True,10,0,Rapida
2024-03-20 07:56:00,Onibus 26,Linha 101,-23.589194,-46.673055,32,22,True,7,1,Lenta
2024-03-25 15:08:00,Onibus 21,Linha 303,-23.597244,-46.660753,2,58,True,15,0,Rapida
2024-03-07 22:11:00,Onibus 17,Linha 404,-23.562854,-46.650217,37,73,True,22,1,Lenta
2024-03-30 19:05:00,Onibus 5,Linha 303,-23.57237,-46.632613,31,15,True,19,1,Lenta
2024-03-21 05:15:00,Onibus 9,Linha 303,-23.572963,-46.672953,40,38,True,5,1,Lenta
2024-03-13 22:55:00,Onibus 30,Linha 202,-23.552395,-46.655731,10,45,True,22,0,Rapida
2024-03-15 05:12:00,Onibus 4,Linha 202,-23.583999,-46.63102,26,26,True,5,0,Rapida
2024-03-25 21:18:00,Onibus 7,Linha 101,-23.582975,-46.660663,17,56,True,21,0,Rapida
2024-03-26 04:25:00,Onibus 8,Linha 303,-23.579688,-46.672614,2,60,True,4,0,Rapida
2024-03-10 05:46:00,Onibus 9,Linha 202,-23.555835,-46.657511,38,51,True,5,1,Lenta
2024-03-21 10:47:00,Onibus 8,Linha 202,-23.586624,-46.676566,18,54,True,10,0,Rapida
2024-04-26 08:11:00,Onibus 18,Linha 404,-23.618897,-46.690193,15,117,False,8,0,Rapida
2024-04-10 03:09:00,Onibus 23,Linha 101,-23.52837,-46.656422,-7,24,False,3,0,Rapida
2024-04-17 01:29:00,Onibus 2,Linha 505,-23.563112,-46.67905,1,67,False,1,0,Rapida
2024-03-24 03:02:00,Onibus 16,Linha 303,-23.583519,-46.666369,1,65,True,3,0,Rapida
2024-03-15 05:08:00,Onibus 29,Linha 303,-23.574461,-46.632979,37,83,True,5,1,Lenta
2024-03-25 20:43:00,Onibus 6,Linha 505,-23.581243,-46.674737,3,62,True,20,0,Rapida
2024-03-24 19:00:00,Onibus 3,Linha 404,-23.595493,-46.67636,20,87,True,19,0,Rapida
2024-03-29 19:37:00,Onibus 12,Linha 202,-23.559217,-46.661721,24,20,True,19,0,Rapida
2024-03-24 18:00:00,Onibus 8,Linha 202,-23.582279,-46.675309,7,39,True,18,0,Rapida
2024-03-09 03:49:00,Onibus 14,Linha 303,-23.578887,-46.669314,9,46,True,3,0,Rapida
2024-07-01 05:00:00,Onibus 4,Linha 101,-23.526393,-46.60088,37,41,False,5,1,Lenta
2024-03-11 14:46:00,Onibus 1,Linha 404,-23.56124,-46.652254,15,75,True,14,0,Rapida
2024-03-07 17:42:00,Onibus 3,Linha 303,-23.574755,-46.666244,37,51,True,17,1,Lenta
2024-03-16 04:16:00,Onibus 12,Linha 505,-23.573105,-46.665493,22,88,True,4,0,Rapida
2024-03-05 22:17:00,Onibus 3,Linha 101,-23.589746,-46.648576,21,69,True,22,0,Rapida
2024-03-11 02:25:00,Onibus 26,Linha 505,-23.58483,-46.646294,35,69,True,2,1,Lenta
2024-05-05 05:00:00,Onibus 24,Linha 303,-23.62912,-46.688796,-8,44,False,5,0,Rapida
2024-03-14 18:46:00,Onibus 14,Linha 505,-23.556232,-46.647744,15,13,True,18,0,Rapida
2024-03-27 16:28:00,Onibus 15,Linha 303,-23.587841,-46.641502,11,73,True,16,0,Rapida
2024-03-28 05:56:00,Onibus 3,Linha 505,-23.598298,-46.653156,9,44,True,5,0,Rapida
2024-03-29 18:28:00,Onibus 16,Linha 202,-23.56972,-46.663381,3,41,True,18,0,Rapida
2024-04-03 05:57:00,Onibus 23,Linha 404,-23.583969,-46.60623,-8,120,False,5,0,Rapida
2024-03-02 11:34:00,Onibus 1,Linha 404,-23.561202,-46.676151,5,70,True,11,0,Rapida
2024-04-07 18:33:00,Veiculo 163,Linha 202,-23.604978,-46.623067,26,133,False,18,0,Rapida
2024-03-05 18:24:00,Onibus 16,Linha 303,-23.572203,-46.641044,31,87,True,18,1,Lenta
2024-03-27 16:13:00,Onibus 22,Linha 505,-23.574672,-46.672227,18,58,True,16,0,Rapida
2024-03-06 22:21:00,Onibus 17,Linha 202,-23.558796,-46.663184,23,64,True,22,0,Rapida
2024-03-07 21:18:00,Onibus 20,Linha 303,-23.582194,-46.654347,18,51,True,21,0,Rapida
2024-03-15 02:17:00,Onibus 12,Linha 303,-23.56244,-46.673026,19,20,True,2,0,Rapida
2024-03-09 05:23:00,Onibus 27,Linha 505,-23.574812,-46.665226,13,78,True,5,0,Rapida
2024-03-22 23:15:00,Onibus 20,Linha 404,-23.590336,-46.661493,14,34,True,23,0,Rapida
2024-03-06 08:47:00,Onibus 30,Linha 404,-23.574266,-46.652533,23,49,True,8,0,Rapida
2024-03-02 13:23:00,Onibus 28,Linha 404,-23.566167,-46.649888,11,53,True,13,0,Rapida
2024-03-20 13:03:00,Onibus 3,Linha 505,-23.566246,-46.669984,26,31,True,13,0,Rapida
2024-03-25 16:42:00,Onibus 26,Linha 303,-23.584465,-46.669513,14,34,True,16,0,Rapida
2024-03-13 13:21:00,Onibus 15,Linha 505,-23.576659,-46.636496,4,34,True,13,0,Rapida
2024-03-14 13:33:00,Onibus 29,Linha 505,-23.578854,-46.678846,15,23,True,13,0,Rapida
2024-03-08 07:30:00,Onibus 3,Linha 303,-23.598235,-46.658006,11,54,True,7,0,Rapida
2024-03-17 14:15:00,Onibus 17,Linha 505,-23.565548,-46.663477,40,48,True,14,1,Lenta
2024-03-24 23:18:00,Onibus 9,Linha 101,-23.550377,-46.664073,35,21,True,23,1,Lenta
2024-03-01 06:43:00,Onibus 6,Linha 404,-23.572286,-46.677998,5,47,True,6,0,Rapida
2024-03-05 18:14:00,Onibus 4,Linha 101,-23.583964,-46.656824,27,81,True,18,0,Rapida
2024-03-18 12:07:00,Onibus 6,Linha 303,-23.599965,-46.66528,19,32,True,12,0,Rapida
2024-04-28 20:21:00,Onibus 8,Linha 303,-23.591328,-46.665296,5,127,False,20,0,Rapida
2024-03-08 08:36:00,Onibus 22,Linha 404,-23.562077,-46.636556,1,50,True,8,0,Rapida
2024-03-25 13:30:00,Onibus 22,Linha 202,-23.576679,-46.663316,33,30,True,13,1,Lenta
2024-03-27 06:45:00,Onibus 23,Linha 303,-23.59652,-46.669001,31,90,True,6,1,Lenta
2024-03-24 07:51:00,Onibus 24,Linha 101,-23.561273,-46.669578,21,58,True,7,0,Rapida
2024-03-01 18:57:00,Onibus 26,Linha 303,-23.558911,-46.658791,18,80,True,18,0,Rapida
2024-03-04 12:35:00,Onibus 3,Linha 505,-23.561225,-46.636994,3,38,True,12,0,Rapida
2024-10-15 05:00:00,Onibus 1,Linha 101,-23.540098,-46.621677,19,97,False,5,0,Rapida
2024-03-25 08:03:00,Onibus 1,Linha 303,-23.5847,-46.678205,3,40,True,8,0,Rapida
2024-03-27 13:39:00,Onibus 29,Linha 404,-23.567864,-46.645479,0,73,True,13,0,Rapida
2024-03-06 21:55:00,Onibus 15,Linha 101,-23.590049,-46.644258,36,80,True,21,1,Lenta
2024-03-10 02:39:00,Onibus 28,Linha 303,-23.583557,-46.638103,20,20,True,2,0,Rapida
2024-03-08 08:43:00,Onibus 15,Linha 101,-23.561621,-46.634093,23,57,True,8,0,Rapida
2024-03-18 19:34:00,Onibus 5,Linha 202,-23.59294,-46.662312,22,51,True,19,0,Rapida
2024-03-18 18:30:00,Onibus 25,Linha 202,-23.590685,-46.652618,12,31,True,18,0,Rapida
2024-03-17 13:16:00,Onibus 17,Linha 202,-23.583296,-46.658513,26,59,True,13,0,Rapida
2024-03-07 23:52:00,Onibus 10,Linha 202,-23.581991,-46.632817,39,78,True,23,1,Lenta
2024-03-24 19:30:00,Onibus 30,Linha 101,-23.552582,-46.631877,24,77,True,19,0,Rapida
2024-10-18 05:00:00,Onibus 20,Linha 303,-23.595458,-46.60157,136,22,False,5,1,Lenta
2024-03-08 10:52:00,Onibus 19,Linha 404,-23.584794,-46.649727,10,23,True,10,0,Rapida
2024-03-07 07:26:00,Onibus 29,Linha 303,-23.56263,-46.657213,23,23,True,7,0,Rapida
2024-03-08 03:02:00,Onibus 6,Linha 303,-23.592395,-46.661539,36,31,True,3,1,Lenta
2024-03-15 06:12:00,Onibus 13,Linha 101,-23.552146,-46.670082,22,18,True,6,0,Rapida
2024-04-25 20:02:00,Onibus 2,Linha 101,-23.586381,-46.660094,26,14,False,20,0,Rapida
2024-03-07 06:33:00,Onibus 30,Linha 101,-23.587653,-46.659084,38,88,True,6,1,Lenta
2024-03-02 21:39:00,Onibus 9,Linha 202,-23.570648,-46.653802,10,83,True,21,0,Rapida
2024-03-18 03:08:00,Onibus 27,Linha 303,-23.58357,-46.658255,13,34,True,3,0,Rapida
2024-03-02 12:23:00,Onibus 3,Linha 505,-23.554089,-46.648085,33,21,True,12,1,Lenta
2024-03-05 19:52:00,Onibus 30,Linha 404,-23.586661,-46.6659,10,47,True,19,0,Rapida
2024-03-05 19:35:00,Onibus 2,Linha 404,-23.588432,-46.640209,36,49,True,19,1,Lenta
2024-03-10 05:55:00,Onibus 11,Linha 505,-23.606183,-46.6697,31,46,False,5,1,Lenta
2024-03-01 17:02:00,Onibus 19,Linha 303,-23.59788,-46.652064,14,54,True,17,0,Rapida
2024-03-30 00:15:00,Onibus 3,Linha 101,-23.625113,-46.612654,-9,74,False,0,0,Rapida
2024-03-05 09:49:00,Onibus 8,Linha 202,-23.579441,-46.646732,21,26,True,9,0,Rapida
2024-03-15 14:45:00,Onibus 5,Linha 404,-23.550772,-46.64382,3,64,True,14,0,Rapida
2024-03-17 07:36:00,Onibus 7,Linha 303,-23.510096,-46.680834,195,149,False,7,1,Lenta
2024-03-05 07:25:00,Onibus 25,Linha 202,-23.580539,-46.676786,23,55,True,7,0,Rapida
2024-03-28 11:34:00,Onibus 9,Linha 404,-23.565046,-46.654465,7,48,True,11,0,Rapida
2024-03-20 15:29:00,Onibus 29,Linha 505,-23.560494,-46.673886,10,67,True,15,0,Rapida
2024-03-28 16:48:00,Onibus 7,Linha 303,-23.570836,-46.644144,18,36,True,16,0,Rapida
2024-03-05 09:35:00,Onibus 22,Linha 303,-23.581285,-46.643046,22,29,True,9,0,Rapida
2024-03-18 19:57:00,Onibus 29,Linha 101,-23.581019,-46.66152,26,78,True,19,0,Rapida
2024-03-01 16:05:00,Onibus 8,Linha 303,-23.565265,-46.641175,40,61,True,16,1,Lenta
2024-03-29 19:46:00,Onibus 9,Linha 101,-23.561956,-46.641799,150,124,False,19,1,Lenta
2024-04-30 03:31:00,Onibus 3,Linha 404,-23.52036,-46.676699,20,138,False,3,0,Rapida
2024-03-04 22:50:00,Onibus 22,Linha 404,-23.552864,-46.663851,19,29,True,22,0,Rapida
2024-03-11 22:32:00,Onibus 6,Linha 404,-23.591392,-46.660016,15,25,True,22,0,Rapida
2024-03-05 16:15:00,Onibus 20,Linha 303,-23.556695,-46.648423,24,12,True,16,0,Rapida
2024-03-15 13:20:00,Onibus 10,Linha 202,-23.590197,-46.671936,4,83,True,13,0,Rapida
2024-04-26 09:43:00,Onibus 20,Linha 202,-23.593669,-46.614378,14,95,False,9,0,Rapida
2024-03-02 01:41:00,Onibus 12,Linha 101,-23.556631,-46.631605,39,80,True,1,1,Lenta
2024-03-19 09:33:00,Onibus 26,Linha 303,-23.573366,-46.632478,9,10,True,9,0,Rapida
2024-03-08 22:03:00,Onibus 29,Linha 101,-23.574091,-46.649006,10,61,True,22,0,Rapida
2024-03-29 07:59:00,Onibus 13,Linha 101,-23.580413,-46.664187,34,21,True,7,1,Lenta
2024-03-10 21:32:00,Onibus 12,Linha 101,-23.576703,-46.667438,19,66,True,21,0,Rapida
2024-03-26 00:56:00,Onibus 4,Linha 404,-23.594033,-46.661262,30,85,True,0,1,Lenta
2024-03-02 06:51:00,Onibus 23,Linha 505,-23.596394,-46.657796,3,19,True,6,0,Rapida
2024-03-13 07:34:00,Onibus 10,Linha 202,-23.593195,-46.636407,6,69,True,7,0,Rapida
2024-03-15 02:35:00,Onibus 12,Linha 404,-23.588781,-46.638957,17,34,True,2,0,Rapida
2024-03-07 10:39:00,Onibus 1,Linha 101,-23.555508,-46.657313,34,130,False,10,1,Lenta
2024-03-03 20:46:00,Onibus 30,Linha 101,-23.588288,-46.649189,34,22,True,20,1,Lenta
2024-03-16 21:59:00,Onibus 10,Linha 303,-23.524576,-46.649073,-1,96,False,21,0,Rapida
2024-03-01 19:34:00,Onibus 30,Linha 303,-23.592726,-46.674746,22,45,True,19,0,Rapida
2024-03-30 18:44:00,Onibus 10,Linha 404,-23.559131,-46.664201,18,87,True,18,0,Rapida
2024-03-14 10:09:00,Onibus 27,Linha 404,-23.578089,-46.638096,31,90,True,10,1,Lenta
2024-03-07 19:51:00,Onibus 21,Linha 505,-23.525572,-46.654995,-3,142,False,19,0,Rapida
2024-03-29 18:06:00,Onibus 28,Linha 202,-23.577054,-46.661466,1,50,True,18,0,Rapida
2024-03-29 22:40:00,Onibus 19,Linha 101,-23.576377,-46.651525,5,40,True,22,0,Rapida
2024-03-14 18:45:00,Onibus 4,Linha 303,-23.598028,-46.671443,8,13,True,18,0,Rapida
2024-03-19 16:45:00,Onibus 9,Linha 303,-23.560315,-46.642819,34,52,True,16,1,Lenta
2024-03-11 01:21:00,Onibus 12,Linha 505,-23.560828,-46.669535,39,20,True,1,1,Lenta
2024-03-13 15:20:00,Onibus 2,Linha 101,-23.555778,-46.651813,24,35,True,15,0,Rapida
2024-03-03 18:05:00,Onibus 20,Linha 505,-23.579038,-46.676524,21,79,True,18,0,Rapida
2024-03-01 17:20:00,Onibus 19,Linha 202,-23.551942,-46.673117,19,34,True,17,0,Rapida
2024-03-12 05:34:00,Onibus 29,Linha 303,-23.571658,-46.676493,20,82,True,5,0,Rapida
2024-03-13 03:50:00,Onibus 21,Linha 202,-23.571278,-46.656324,8,71,True,3,0,Rapida
2024-03-02 12:36:00,Onibus 24,Linha 695,-23.612076,-46.640016,15,59,False,12,0,Rapida
2024-03-05 12:45:00,Onibus 24,Linha 505,-23.587997,-46.672713,36,12,True,12,1,Lenta
2024-03-27 11:56:00,Onibus 4,Linha 505,-23.574125,-46.642111,22,16,True,11,0,Rapida
2024-03-07 08:15:00,Onibus 27,Linha 303,-23.569925,-46.666038,24,80,True,8,0,Rapida
2024-04-18 11:37:00,Onibus 13,Linha 303,-23.532531,-46.646923,-1,133,False,11,0,Rapida
2024-03-18 10:58:00,Onibus 13,Linha 404,-23.590234,-46.671289,1,82,True,10,0,Rapida
2024-03-20 02:34:00,Onibus 14,Linha 505,-23.590558,-46.669695,16,80,True,2,0,Rapida
2024-03-10 06:35:00,Onibus 22,Linha 101,-23.583546,-46.659451,37,17,True,6,1,Lenta
2024-03-01 19:42:00,Onibus 14,Linha 101,-23.571866,-46.675956,31,66,True,19,1,Lenta
2024-03-09 14:14:00,Onibus 8,Linha 404,-23.592934,-46.658676,20,15,True,14,0,Rapida
2024-03-10 18:51:00,Onibus 1,Linha 101,-23.570921,-46.644951,39,58,True,18,1,Lenta
2024-03-09 03:10:00,Onibus 18,Linha 101,-23.508394,-46.693358,47,44,False,3,1,Lenta
2024-03-04 20:09:00,Onibus 12,Linha 303,-23.563439,-46.663961,37,84,True,20,1,Lenta
2024-03-21 20:03:00,Onibus 19,Linha 101,-23.588022,-46.666481,7,14,True,20,0,Rapida
2024-03-11 08:35:00,Onibus 15,Linha 101,-23.553617,-46.650028,0,19,True,8,0,Rapida
2024-03-04 06:48:00,Onibus 29,Linha 404,-23.56779,-46.668319,18,81,True,6,0,Rapida
2024-03-01 12:45:00,Onibus 24,Linha 404,-23.56545,-46.644836,16,87,True,12,0,Rapida
2024-03-07 12:47:00,Onibus 11,Linha 404,-23.599955,-46.64172,19,45,True,12,0,Rapida
2024-03-17 12:53:00,Onibus 4,Linha 505,-23.578756,-46.667811,20,85,True,12,0,Rapida
2024-03-30 12:59:00,Onibus 24,Linha 404,-23.593039,-46.650755,13,82,True,12,0,Rapida
2024-03-25 09:35:00,Onibus 24,Linha 202,-23.599945,-46.667607,7,18,True,9,0,Rapida
2024-03-23 13:14:00,Onibus 12,Linha 303,-23.569195,-46.676609,8,88,True,13,0,Rapida
2024-03-05 00:04:00,Onibus 26,Linha 202,-23.588904,-46.634104,18,50,True,0,0,Rapida
2024-03-30 10:58:00,Onibus 3,Linha 303,-23.626394,-46.615428,47,22,False,10,1,Lenta
2024-03-22 21:03:00,Onibus 13,Linha 303,-23.58538,-46.641292,19,17,True,21,0,Rapida
2024-03-21 11:39:00,Onibus 9,Linha 101,-23.600316,-46.673145,21,127,False,11,0,Rapida
2024-03-29 08:31:00,Onibus 10,Linha 202,-23.59661,-46.640097,33,82,True,8,1,Lenta
2024-03-03 05:09:00,Onibus 16,Linha 505,-23.57953,-46.663747,3,78,True,5,0,Rapida
2024-03-08 10:52:00,Onibus 26,Linha 202,-23.578345,-46.65977,11,46,True,10,0,Rapida
2024-03-20 01:36:00,Onibus 15,Linha 101,-23.583803,-46.670691,31,40,True,1,1,Lenta
2024-03-07 15:31:00,Onibus 1,Linha 303,-23.592011,-46.6414,26,29,True,15,0,Rapida
2024-03-06 11:45:00,Onibus 29,Linha 404,-23.561937,-46.659442,31,34,True,11,1,Lenta
2024-03-23 10:31:00,Onibus 23,Linha 505,-23.628888,-46.658638,-9,18,False,10,0,Rapida
2024-03-18 21:05:00,Onibus 18,Linha 101,-23.569899,-46.673798,16,23,True,21,0,Rapida
2024-03-19 17:12:00,Onibus 9,Linha 505,-23.566612,-46.650669,9,29,True,17,0,Rapida
2024-03-20 02:07:00,Onibus 11,Linha 202,-23.556913,-46.631448,14,63,True,2,0,Rapida
2024-03-20 03:53:00,Onibus 25,Linha 303,-23.649271,-46.667612,36,45,False,3,1,Lenta
2024-03-11 21:57:00,Onibus 3,Linha 505,-23.568431,-46.665085,8,59,True,21,0,Rapida
2024-03-22 17:53:00,Onibus 23,Linha 303,-23.568574,-46.637732,9,19,True,17,0,Rapida
2024-03-30 04:00:00,Onibus 26,Linha 101,-23.555959,-46.659396,26,17,True,4,0,Rapida
2024-03-03 16:23:00,Onibus 5,Linha 303,-23.590855,-46.658771,14,26,True,16,0,Rapida
2024-03-09 05:02:00,Onibus 25,Linha 202,-23.592735,-46.675391,14,54,True,5,0,Rapida
2024-03-18 06:17:00,Onibus 11,Linha 101,-23.565293,-46.677601,21,90,True,6,0,Rapida
2024-03-30 05:28:00,Onibus 19,Linha 101,-23.550918,-46.671799,26,69,True,5,0,Rapida
2024-03-04 14:41:00,Onibus 29,Linha 101,-23.597482,-46.667,9,86,True,14,0,Rapida
2024-03-02 04:30:00,Onibus 17,Linha 303,-23.599614,-46.632915,7,80,True,4,0,Rapida
2024-03-12 14:24:00,Onibus 8,Linha 202,-23.553315,-46.675183,40,21,True,14,1,Lenta
2024-03-15 04:42:00,Onibus 12,Linha 404,-23.590626,-46.642995,10,55,True,4,0,Rapida
2024-03-20 01:05:00,Onibus 25,Linha 303,-23.568336,-46.645902,28,67,True,1,0,Rapida
2024-03-03 01:03:00,Onibus 26,Linha 404,-23.567292,-46.65325,33,12,True,1,1,Lenta
2024-03-30 12:02:00,Onibus 14,Linha 505,-23.583974,-46.6673,9,76,True,12,0,Rapida
2024-03-07 11:29:00,Onibus 20,Linha 202,-23.587613,-46.651808,36,72,True,11,1,Lenta
2024-03-17 17:17:00,Onibus 14,Linha 101,-23.583743,-46.636026,25,75,True,17,0,Rapida
2024-04-15 03:28:00,Onibus 20,Linha 303,-23.557051,-46.646229,-8,131,False,3,0,Rapida
2024-03-27 01:19:00,Onibus 23,Linha 404,-23.589922,-46.645322,30,77,True,1,1,Lenta
2024-03-02 00:08:00,Onibus 7,Linha 505,-23.573118,-46.637754,38,26,True,0,1,Lenta
2024-03-06 08:56:00,Onibus 29,Linha 303,-23.565612,-46.663944,3,70,True,8,0,Rapida
2024-03-30 03:28:00,Onibus 5,Linha 303,-23.564599,-46.634602,17,66,True,3,0,Rapida
2024-03-23 10:25:00,Onibus 4,Linha 202,-23.555686,-46.665741,29,90,True,10,0,Rapida
2024-03-11 09:20:00,Onibus 17,Linha 404,-23.548897,-46.665553,44,112,False,9,1,Lenta
2024-04-26 10:25:00,Onibus 16,Linha 101,-23.500244,-46.668984,40,111,False,10,1,Lenta
2024-03-22 21:05:00,Onibus 12,Linha 404,-23.52969,-46.618516,-10,81,False,21,0,Rapida
2024-03-04 06:35:00,Onibus 18,Linha 101,-23.588262,-46.674123,35,82,True,6,1,Lenta
2024-03-29 02:58:00,Onibus 16,Linha 505,-23.558365,-46.641448,21,15,True,2,0,Rapida
2024-03-09 08:30:00,Onibus 3,Linha 202,-23.550013,-46.646053,38,37,True,8,1,Lenta
2024-04-07 14:59:00,Onibus 5,Linha 101,-23.538663,-46.68179,42,51,False,14,1,Lenta
2024-03-25 18:28:00,Onibus 16,Linha 303,-23.504434,-46.605584,2,146,False,18,0,Rapida
2024-03-30 14:44:00,Onibus 22,Linha 505,-23.58139,-46.631455,20,78,True,14,0,Rapida
2024-03-22 13:52:00,Onibus 28,Linha 101,-23.596353,-46.654664,36,65,True,13,1,Lenta
2024-03-25 15:57:00,Onibus 15,Linha 101,-23.585246,-46.677061,13,88,True,15,0,Rapida
2024-01-10 05:00:00,Onibus 9,Linha 505,-23.607785,-46.66447,0,6,False,5,0,Rapida
2024-03-27 20:51:00,Onibus 8,Linha 404,-23.560703,-46.645189,1,42,True,20,0,Rapida
2024-03-30 02:44:00,Onibus 14,Linha 303,-23.584334,-46.651435,15,54,True,2,0,Rapida
2024-03-30 00:53:00,Onibus 11,Linha 101,-23.590169,-46.67425,8,53,True,0,0,Rapida
2024-04-18 19:09:00,Onibus 7,Linha 303,-23.509209,-46.65219,34,30,False,19,1,Lenta
2024-03-11 03:36:00,Onibus 21,Linha 303,-23.581587,-46.657018,40,60,True,3,1,Lenta
