Data_Hora,ID_Veiculo,Linha,Latitude,Longitude,Numero_Passageiros,Tempo_Viagem_Minutos,Dado_Correto,Hora,Horario_Pico,Situacao
2024-03-26 08:08:00,Onibus 11,Linha 101,-23.554289,-46.632569,8,73,True,8,0,Rápida
2024-03-10 17:43:00,Onibus 26,Linha 101,-23.579812,-46.647865,14,15,True,17,0,Rápida
2024-03-01 06:42:00,Onibus 16,Linha 101,-23.595947,-46.631362,2,23,True,6,0,Rápida
2024-03-08 02:40:00,Onibus 9,Linha 101,-23.57577,-46.668928,5,44,True,2,0,Rápida
2024-03-07 06:37:00,Onibus 2,Linha 202,-23.564513,-46.67994,39,23,True,6,1,Lenta
2024-03-01 22:01:00,Onibus 8,Linha 101,-23.572205,-46.642122,36,44,True,22,1,Lenta
2024-03-21 21:43:00,Onibus 12,Linha 202,-23.594084,-46.661128,10,73,True,21,0,Rápida
2024-03-23 08:14:00,Onibus 3,Linha 404,-23.587996,-46.650178,10,76,True,8,0,Rápida
2024-03-12 21:13:00,Onibus 11,Linha 101,-23.561812,-46.646982,26,53,True,21,0,Rápida
2024-03-14 17:12:00,Onibus 11,Linha 202,-23.596333,-46.675605,5,63,True,17,0,Rápida
2024-03-29 22:31:00,Onibus 30,Linha 303,-23.595012,-46.663587,24,74,True,22,0,Rápida
2024-03-30 01:55:00,Onibus 3,Linha 202,-23.575367,-46.645802,24,34,True,1,0,Rápida
2024-03-31 04:33:00,Onibus 21,Linha 404,-23.560033,-46.663324,29,17,True,4,0,Rápida
2024-03-26 06:04:00,Onibus 28,Linha 505,-23.555562,-46.654681,24,82,True,6,0,Rápida
2024-03-09 11:15:00,Onibus 21,Linha 404,-23.598686,-46.677599,29,29,True,11,0,Rápida
2024-03-17 01:02:00,Onibus 16,Linha 101,-23.594874,-46.668582,22,31,True,1,0,Rápida
2024-03-08 15:38:00,Onibus 10,Linha 303,-23.504907,-46.662898,-3,33,False,15,0,Rápida
2024-03-02 13:04:00,Onibus 7,Linha 505,-23.598192,-46.630708,37,35,True,13,1,Lenta
2024-03-20 00:32:00,Onibus 12,Linha 202,-23.586922,-46.659907,23,88,True,0,0,Rápida
2024-03-01 11:18:00,Onibus 24,Linha 101,-23.553119,-46.645449,18,38,True,11,0,Rápida
2024-03-02 18:51:00,Onibus 27,Linha 404,-23.566803,-46.644555,25,33,True,18,0,Rápida
2024-03-29 03:45:00,Onibus 22,Linha 202,-23.597237,-46.620498,46,127,False,3,1,Lenta
2024-03-14 03:03:00,Onibus 12,Linha 101,-23.572235,-46.639598,20,57,True,3,0,Rápida
2024-03-02 09:10:00,Onibus 15,Linha 505,-23.589494,-46.644874,15,16,True,9,0,Rápida
2024-03-25 19:24:00,Onibus 13,Linha 404,-23.597222,-46.661027,35,23,True,19,1,Lenta
2024-04-28 18:19:00,Onibus 12,Linha 505,-23.560386,-46.648486,43,129,False,18,1,Lenta
2024-03-14 06:22:00,Onibus 30,Linha 101,-23.590838,-46.647272,7,359,False,6,0,Rápida
2024-03-15 11:10:00,Onibus 14,Linha 101,-23.557583,-46.64569,34,17,True,11,1,Lenta
2024-03-28 09:23:00,Onibus 16,Linha 202,-23.568852,-46.646581,39,13,True,9,1,Lenta
2024-03-22 07:00:00,Onibus 2,Linha 303,-23.59413,-46.66174,33,79,True,7,1,Lenta
2024-04-08 20:40:00,Onibus 1,Linha 505,-23.641823,-46.623769,45,463,False,20,1,Lenta
2024-03-28 05:48:00,Onibus 25,Linha 101,-23.576281,-46.65369,1,36,True,5,0,Rápida
2024-03-21 08:29:00,Onibus 12,Linha 202,-23.556469,-46.66686,11,32,True,8,0,Rápida
2024-04-26 14:30:00,Onibus 11,Linha 202,-23.619214,-46.607009,28,30,False,14,0,Rápida
2024-03-01 09:55:00,Onibus 29,Linha 202,-23.55531,-46.677991,40,26,True,9,1,Lenta
2024-03-25 20:39:00,Onibus 9,Linha 303,-23.583523,-46.660208,30,79,True,20,1,Lenta
2024-03-27 12:23:00,Onibus 20,Linha 202,-23.55024,-46.639814,18,42,True,12,0,Rápida
2024-11-21 05:00:00,Onibus 27,Linha 505,-23.63929,-46.605253,25,107,False,5,0,Rápida
2024-03-04 12:34:00,Onibus 14,Linha 404,-23.568383,-46.647039,29,38,True,12,0,Rápida
2024-03-03 03:15:00,Onibus 26,Linha 101,-23.569331,-46.645082,5,73,True,3,0,Rápida
2024-03-03 00:16:00,Onibus 20,Linha 303,-23.597349,-46.667479,25,59,True,0,0,Rápida
2024-03-30 16:27:00,Onibus 22,Linha 303,-23.572723,-46.643619,23,34,True,16,0,Rápida
2024-03-03 09:41:00,Onibus 25,Linha 404,-23.576433,-46.651668,9,79,True,9,0,Rápida
2024-03-02 00:23:00,Onibus 24,Linha 303,-23.57624,-46.65253,34,90,True,0,1,Lenta
2024-03-11 11:38:00,Onibus 24,Linha 101,-23.559775,-46.641649,15,77,True,11,0,Rápida
2024-03-11 18:08:00,Onibus 15,Linha 202,-23.502419,-46.61074,19,15,False,18,0,Rápida
2024-03-22 02:58:00,Onibus 14,Linha 404,-23.597477,-46.662526,18,90,True,2,0,Rápida
2024-03-03 19:33:00,Onibus 24,Linha 303,-23.567393,-46.678589,0,54,True,19,0,Rápida
2024-03-01 11:50:00,Onibus 4,Linha 404,-23.559041,-46.632489,10,44,True,11,0,Rápida
2024-03-06 10:33:00,Onibus 2,Linha 404,-23.574516,-46.634739,28,75,True,10,0,Rápida
2024-03-08 18:38:00,Onibus 9,Linha 101,-23.5623,-46.677522,22,41,True,18,0,Rápida
2024-03-24 09:50:00,Onibus 29,Linha 202,-23.563806,-46.665555,22,12,True,9,0,Rápida
2024-03-09 18:31:00,Onibus 9,Linha 303,-23.56524,-46.653614,0,83,True,18,0,Rápida
2024-03-08 08:39:00,Onibus 5,Linha 404,-23.555875,-46.671479,25,20,True,8,0,Rápida
2024-03-14 09:48:00,Onibus 4,Linha 505,-23.570497,-46.632901,23,65,True,9,0,Rápida
2024-04-07 11:18:00,Onibus 4,Linha 101,-23.598283,-46.653114,15,14,False,11,0,Rápida
2024-04-08 00:25:00,Onibus 20,Linha 303,-23.600816,-46.636518,45,45,False,0,1,Lenta
2024-03-18 21:27:00,Onibus 7,Linha 101,-23.56334,-46.675136,16,86,True,21,0,Rápida
2024-03-16 11:49:00,Onibus 20,Linha 303,-23.586252,-46.640359,17,34,True,11,0,Rápida
2024-03-01 17:14:00,Onibus 30,Linha 505,-23.593174,-46.684189,32,80,False,17,1,Lenta
2024-03-25 22:12:00,Onibus 26,Linha 101,-23.555904,-46.664717,17,60,True,22,0,Rápida
2024-03-22 20:54:00,Onibus 25,Linha 505,-23.594117,-46.614901,48,34,False,20,1,Lenta
2024-03-03 19:51:00,Onibus 13,Linha 202,-23.555724,-46.658881,34,53,True,19,1,Lenta
2024-03-08 13:54:00,Onibus 22,Linha 505,-23.595425,-46.67245,15,48,True,13,0,Rápida
2024-03-05 16:37:00,Onibus 15,Linha 202,-23.551262,-46.659461,9,14,True,16,0,Rápida
2024-03-09 07:51:00,Onibus 29,Linha 202,-23.561245,-46.639067,36,65,True,7,1,Lenta
2024-03-25 17:01:00,Onibus 12,Linha 505,-23.559196,-46.64462,27,53,True,17,0,Rápida
2024-03-13 18:02:00,Onibus 5,Linha 505,-23.587681,-46.664218,29,33,True,18,0,Rápida
2024-03-16 05:09:00,Onibus 29,Linha 101,-23.586161,-46.678495,19,83,True,5,0,Rápida
2024-03-19 20:12:00,Onibus 27,Linha 101,-23.594574,-46.676978,27,37,True,20,0,Rápida
2024-03-23 15:08:00,Onibus 9,Linha 202,-23.595005,-46.658828,20,74,True,15,0,Rápida
2024-03-11 08:04:00,Onibus 12,Linha 202,-23.574192,-46.663157,3,85,True,8,0,Rápida
2024-03-21 00:54:00,Onibus 30,Linha 505,-23.571426,-46.660624,1,15,True,0,0,Rápida
2024-03-14 04:19:00,Onibus 17,Linha 101,-23.580858,-46.655649,34,47,True,4,1,Lenta
2024-03-14 23:01:00,Onibus 10,Linha 404,-23.595463,-46.632822,9,41,True,23,0,Rápida
2024-03-13 17:11:00,Onibus 25,Linha 505,-23.579214,-46.653289,32,73,True,17,1,Lenta
2024-03-16 11:33:00,Onibus 20,Linha 505,-23.559977,-46.654746,12,89,True,11,0,Rápida
2024-03-02 13:32:00,Onibus 2,Linha 404,-23.598456,-46.636818,26,20,True,13,0,Rápida
2024-03-07 02:45:00,Onibus 11,Linha 505,-23.555114,-46.639181,1,49,True,2,0,Rápida
2024-03-07 21:44:00,Onibus 12,Linha 202,-23.560529,-46.656564,9,81,True,21,0,Rápida
2024-03-30 03:28:00,Onibus 14,Linha 101,-23.590691,-46.673969,13,12,True,3,0,Rápida
2024-03-21 08:01:00,Onibus 24,Linha 404,-23.556713,-46.668226,19,38,True,8,0,Rápida
2024-03-26 17:15:00,Onibus 2,Linha 404,-23.596891,-46.6673,16,70,True,17,0,Rápida
2024-03-05 20:54:00,Onibus 22,Linha 303,-23.558956,-46.641382,31,75,True,20,1,Lenta
2024-03-30 20:32:00,Onibus 10,Linha 202,-60.50987,-145.109132,27,142,False,20,0,Rápida
2024-03-07 05:00:00,Onibus 29,Linha 303,-23.593418,-46.660779,40,21,True,5,1,Lenta
2024-03-24 19:22:00,Onibus 16,Linha 202,-23.576492,-46.650623,39,86,True,19,1,Lenta
2024-03-14 17:40:00,Onibus 2,Linha 303,-23.595601,-46.670608,34,69,True,17,1,Lenta
2024-03-05 06:23:00,Onibus 22,Linha 505,-23.598377,-46.662323,23,38,True,6,0,Rápida
2024-03-25 03:27:00,Onibus 13,Linha 303,-23.577528,-46.679994,31,33,True,3,1,Lenta
2024-03-18 17:06:00,Onibus 9,Linha 202,-23.583099,-46.65242,22,20,True,17,0,Rápida
2024-03-28 12:00:00,Onibus 8,Linha 101,-23.518291,-46.653168,-1,24,False,12,0,Rápida
2024-03-11 05:59:00,Onibus 30,Linha 303,-23.545278,-46.664851,1,136,False,5,0,Rápida
2024-03-10 08:08:00,Onibus 25,Linha 101,-23.585321,-46.651969,13,43,True,8,0,Rápida
2024-03-13 00:38:00,Onibus 24,Linha 202,-23.592035,-46.661754,5,13,True,0,0,Rápida
2024-03-10 04:46:00,Onibus 25,Linha 101,-23.57485,-46.64255,23,88,True,4,0,Rápida
2024-03-06 05:40:00,Onibus 6,Linha 101,-23.595114,-46.641124,23,59,True,5,0,Rápida
2024-03-25 09:42:00,Onibus 5,Linha 101,-23.578137,-46.638242,37,13,True,9,1,Lenta
2024-03-14 06:40:00,Onibus 15,Linha 404,-23.592512,-46.64637,9,18,True,6,0,Rápida
2024-03-05 10:32:00,Onibus 15,Linha 404,-23.571406,-46.643225,10,88,True,10,0,Rápida
2024-03-06 12:40:00,Onibus 5,Linha 505,-23.592811,-46.642206,12,32,True,12,0,Rápida
2024-04-20 02:36:00,Onibus 11,Linha 404,-23.515339,-46.671077,22,56,False,2,0,Rápida
2024-03-10 10:04:00,Onibus 3,Linha 101,-23.577148,-46.634467,4,58,True,10,0,Rápida
2024-03-24 17:26:00,Onibus 4,Linha 505,-23.556468,-46.642006,29,38,True,17,0,Rápida
2024-03-22 09:15:00,Onibus 29,Linha 202,-23.555579,-46.645761,33,24,True,9,1,Lenta
2024-03-21 03:27:00,Onibus 25,Linha 404,-23.567777,-46.673732,22,25,True,3,0,Rápida
2024-03-07 10:47:00,Onibus 17,Linha 505,-23.586955,-46.665751,24,63,True,10,0,Rápida
2024-03-23 17:12:00,Onibus 25,Linha 404,-23.592832,-46.671056,9,12,True,17,0,Rápida
2024-03-26 15:17:00,Onibus 21,Linha 505,-23.554984,-46.631842,36,25,True,15,1,Lenta
2024-03-07 06:43:00,Onibus 17,Linha 404,-23.576852,-46.668841,17,43,True,6,0,Rápida
2024-03-06 16:48:00,Onibus 19,Linha 101,-23.582454,-46.67285,15,28,True,16,0,Rápida
2024-03-05 01:43:00,Onibus 27,Linha 505,-23.537772,-46.623104,35,10,False,1,1,Lenta
2024-03-18 23:35:00,Onibus 8,Linha 202,-23.58672,-46.634007,28,54,True,23,0,Rápida
2024-03-28 15:18:00,Onibus 1,Linha 404,-23.572652,-46.669087,25,36,True,15,0,Rápida
2024-03-22 10:06:00,Onibus 12,Linha 303,-23.563834,-46.6705,19,88,True,10,0,Rápida
2024-04-24 23:59:00,Veiculo 109,Linha 101,-23.606242,-46.699113,12,128,False,23,0,Rápida
2024-03-02 19:45:00,Onibus 11,Linha 303,-23.570762,-46.665296,21,82,True,19,0,Rápida
2024-03-06 18:05:00,Onibus 5,Linha 404,-23.557354,-46.635344,19,23,True,18,0,Rápida
2024-03-14 09:17:00,Onibus 30,Linha 101,-23.560492,-46.67977,28,19,True,9,0,Rápida
2024-03-13 13:34:00,Onibus 8,Linha 505,-23.551654,-46.649929,29,37,True,13,0,Rápida
2024-03-25 08:23:00,Onibus 27,Linha 404,-23.555316,-46.668065,20,86,True,8,0,Rápida
2024-03-08 03:14:00,Onibus 29,Linha 505,-23.565328,-46.639893,39,36,True,3,1,Lenta
2024-03-06 21:03:00,Onibus 30,Linha 505,-23.563239,-46.646889,7,21,True,21,0,Rápida
2024-03-06 02:07:00,Onibus 25,Linha 101,-23.580812,-46.657072,37,40,True,2,1,Lenta
2024-03-08 22:50:00,Onibus 7,Linha 505,-23.557533,-46.652707,26,23,True,22,0,Rápida
2024-03-22 02:06:00,Onibus 15,Linha 303,-23.559768,-46.672707,38,16,True,2,1,Lenta
2024-03-07 13:01:00,Onibus 30,Linha 404,-23.55462,-46.675758,11,63,True,13,0,Rápida
2024-03-26 00:54:00,Onibus 17,Linha 202,-23.580593,-46.658493,3,32,True,0,0,Rápida
2024-03-05 13:44:00,Onibus 29,Linha 404,-23.583382,-46.672027,10,55,True,13,0,Rápida
2024-03-28 15:57:00,Onibus 17,Linha 303,-23.545778,-46.689889,5,129,False,15,0,Rápida
2024-03-14 08:34:00,Onibus 16,Linha 505,-23.554662,-46.676246,33,30,True,8,1,Lenta
2024-03-01 13:39:00,Onibus 25,Linha 404,-23.569957,-46.668268,36,17,True,13,1,Lenta
2024-03-16 15:54:00,Onibus 20,Linha 303,-23.5639,-46.662367,22,29,True,15,0,Rápida
2024-03-09 09:14:00,Onibus 4,Linha 101,-23.539423,-46.659737,29,92,False,9,0,Rápida
2024-04-07 09:42:00,Onibus 27,Linha 621,-23.566129,-46.674028,40,54,False,9,1,Lenta
2024-03-17 19:05:00,Onibus 18,Linha 303,-23.593939,-46.668647,30,51,True,19,1,Lenta
2024-03-12 06:17:00,Onibus 16,Linha 202,-23.572773,-46.679261,38,15,True,6,1,Lenta
2024-03-08 11:39:00,Onibus 19,Linha 404,-23.554212,-46.645404,25,77,True,11,0,Rápida
2024-03-25 05:05:00,Onibus 25,Linha 505,-23.587779,-46.665465,24,84,True,5,0,Rápida
2024-03-12 02:15:00,Onibus 24,Linha 505,-23.561464,-46.636186,39,77,True,2,1,Lenta
2024-12-20 05:00:00,Onibus 23,Linha 404,-23.536825,-46.649271,41,146,False,5,1,Lenta
2024-05-05 05:00:00,Onibus 19,Linha 505,-23.505243,-46.665317,15,124,False,5,0,Rápida
2024-03-25 11:19:00,Onibus 9,Linha 202,-23.585199,-46.672987,24,40,True,11,0,Rápida
2024-03-10 17:47:00,Onibus 6,Linha 101,-23.578464,-46.678771,8,47,True,17,0,Rápida
2024-03-02 01:34:00,Onibus 23,Linha 303,-23.555231,-46.660824,11,66,True,1,0,Rápida
2024-03-30 21:51:00,Onibus 19,Linha 303,-23.588098,-46.656852,9,76,True,21,0,Rápida
2024-03-06 00:45:00,Onibus 21,Linha 404,-23.594084,-46.674901,39,38,True,0,1,Lenta
2024-03-27 14:24:00,Onibus 16,Linha 202,-23.566955,-46.630632,22,19,True,14,0,Rápida
2024-03-06 01:27:00,Onibus 23,Linha 404,-23.564289,-46.633663,7,10,True,1,0,Rápida
2024-03-11 17:18:00,Onibus 21,Linha 303,-23.591589,-46.640916,29,89,True,17,0,Rápida
2024-03-08 16:34:00,Onibus 6,Linha 404,-23.567635,-46.633271,17,83,True,16,0,Rápida
2024-03-14 08:09:00,Onibus 22,Linha 303,-23.581357,-46.679051,2,72,True,8,0,Rápida
2024-03-26 19:16:00,Onibus 15,Linha 101,-23.638148,-46.606751,30,32,False,19,1,Lenta
2024-03-16 06:32:00,Onibus 29,Linha 404,-23.567269,-46.665226,30,75,True,6,1,Lenta
2024-09-15 05:00:00,Onibus 1,Linha 505,-23.600807,-46.608023,1,300,False,5,0,Rápida
2024-03-21 03:09:00,Onibus 5,Linha 303,-23.55335,-46.65833,25,60,True,3,0,Rápida
2024-03-09 11:51:00,Onibus 14,Linha 404,-23.571834,-46.666611,22,31,True,11,0,Rápida
2024-03-05 04:37:00,Onibus 30,Linha 101,-23.59093,-46.660644,39,42,True,4,1,Lenta
2024-03-28 03:52:00,Onibus 1,Linha 303,-23.586231,-46.66622,21,40,True,3,0,Rápida
2024-03-29 04:53:00,Onibus 18,Linha 202,-23.585884,-46.66317,27,38,True,4,0,Rápida
2024-03-24 01:11:00,Onibus 4,Linha 202,-23.594484,-46.634879,26,77,False,1,0,Rápida
2024-03-13 23:21:00,Onibus 17,Linha 303,-23.577653,-46.648881,8,17,True,23,0,Rápida
2024-03-11 03:55:00,Onibus 18,Linha 202,-23.596811,-46.649189,10,65,True,3,0,Rápida
2024-03-08 07:25:00,Onibus 8,Linha 202,-23.56161,-46.664831,3,88,True,7,0,Rápida
2024-03-29 11:53:00,Onibus 28,Linha 303,-23.55881,-46.667553,12,83,True,11,0,Rápida
2024-03-03 14:27:00,Onibus 24,Linha 404,-23.5812,-46.643284,34,24,True,14,1,Lenta
2024-03-14 03:02:00,Onibus 22,Linha 202,-23.562549,-46.633228,32,28,True,3,1,Lenta
2024-03-19 11:34:00,Onibus 7,Linha 303,-23.571136,-46.673959,20,25,True,11,0,Rápida
2024-03-11 20:33:00,Onibus 12,Linha 505,-23.581484,-46.647875,39,12,True,20,1,Lenta
2024-03-13 19:11:00,Onibus 13,Linha 202,-23.578614,-46.633846,27,53,True,19,0,Rápida
2024-03-08 00:07:00,Onibus 16,Linha 404,-23.570658,-46.633684,7,60,True,0,0,Rápida
2024-03-07 19:52:00,Onibus 26,Linha 404,-23.584886,-46.640846,21,39,True,19,0,Rápida
2024-03-31 19:55:00,Onibus 20,Linha 101,-23.588562,-46.60851,47,97,False,19,1,Lenta
2024-03-15 23:41:00,Onibus 3,Linha 101,-23.598846,-46.651688,3,39,True,23,0,Rápida
2024-03-28 11:40:00,Onibus 9,Linha 202,-23.583301,-46.644833,15,45,True,11,0,Rápida
2024-03-06 21:52:00,Onibus 16,Linha 505,-23.571385,-46.678457,12,16,True,21,0,Rápida
2024-03-13 09:53:00,Onibus 22,Linha 505,-23.595,-46.674269,3,42,True,9,0,Rápida
2024-03-30 01:58:00,Onibus 6,Linha 303,-23.613526,-46.62516,49,86,False,1,1,Lenta
2024-03-09 21:37:00,Onibus 14,Linha 303,-23.597806,-46.632299,0,32,True,21,0,Rápida
2024-03-05 19:13:00,Onibus 3,Linha 101,-23.571815,-46.661193,33,71,True,19,1,Lenta
2024-03-07 11:38:00,Onibus 5,Linha 202,-23.551093,-46.641434,39,79,True,11,1,Lenta
2024-03-16 17:12:00,Onibus 17,Linha 505,-23.576147,-46.638167,4,71,True,17,0,Rápida
2024-03-18 15:07:00,Onibus 4,Linha 404,-23.55028,-46.656116,33,67,True,15,1,Lenta
2024-03-01 15:57:00,Onibus 27,Linha 303,-23.556719,-46.63863,16,66,True,15,0,Rápida
2024-03-13 12:24:00,Onibus 17,Linha 202,-23.574662,-46.633756,3,57,True,12,0,Rápida
2024-03-29 09:57:00,Onibus 4,Linha 303,-23.591994,-46.676108,28,31,True,9,0,Rápida
2024-03-30 09:00:00,Onibus 4,Linha 505,-23.55927,-46.644758,31,20,True,9,1,Lenta
2024-03-04 05:20:00,Onibus 14,Linha 101,-23.590006,-46.652176,30,52,True,5,1,Lenta
2024-03-09 02:50:00,Onibus 7,Linha 202,-23.569091,-46.664987,25,61,True,2,0,Rápida
2024-03-03 18:17:00,Onibus 21,Linha 101,-23.577519,-46.656679,15,43,True,18,0,Rápida
2024-03-07 01:26:00,Onibus 4,Linha 202,-23.559425,-46.645905,5,74,True,1,0,Rápida
2024-03-24 21:14:00,Onibus 18,Linha 202,-23.567063,-46.646924,1,49,True,21,0,Rápida
2024-03-17 13:25:00,Onibus 19,Linha 505,-23.566461,-46.665852,19,10,True,13,0,Rápida
2024-03-05 21:04:00,Veiculo 155,Linha 101,-23.569556,-46.626959,7,57,False,21,0,Rápida
2024-03-14 07:11:00,Onibus 20,Linha 202,-23.593734,-46.65591,19,65,True,7,0,Rápida
2024-03-05 21:32:00,Onibus 2,Linha 303,-23.588146,-46.631645,30,40,True,21,1,Lenta
2024-03-15 22:36:00,Onibus 9,Linha 101,-23.551217,-46.659229,31,63,True,22,1,Lenta
2024-03-10 17:34:00,Onibus 16,Linha 404,-23.592087,-46.64956,2,17,True,17,0,Rápida
2024-03-30 09:03:00,Onibus 11,Linha 505,-23.582687,-46.646297,7,53,True,9,0,Rápida
2024-03-20 06:35:00,Onibus 7,Linha 404,-23.590396,-46.640428,31,60,True,6,1,Lenta
2024-03-23 19:36:00,Onibus 5,Linha 202,-23.595456,-46.650935,31,14,True,19,1,Lenta
2024-03-21 19:44:00,Onibus 12,Linha 303,-23.515603,-46.652598,169,43,False,19,1,Lenta
2024-03-13 06:59:00,Onibus 27,Linha 505,-23.587194,-46.64027,21,19,True,6,0,Rápida
2024-01-01 05:00:00,Onibus 21,Linha 404,-23.534092,-46.638362,10,77,False,5,0,Rápida
2024-03-03 05:04:00,Onibus 2,Linha 505,-23.555591,-46.658458,35,72,True,5,1,Lenta
2024-03-27 00:15:00,Onibus 2,Linha 505,-23.590315,-46.635212,9,14,True,0,0,Rápida
2024-03-11 20:37:00,Onibus 21,Linha 404,-23.592376,-46.67452,3,71,True,20,0,Rápida
2024-03-09 22:17:00,Onibus 13,Linha 101,-23.55743,-46.643915,26,38,True,22,0,Rápida
2024-03-27 17:38:00,Onibus 5,Linha 505,-23.596592,-46.662406,25,50,True,17,0,Rápida
2024-03-26 11:02:00,Onibus 15,Linha 202,-23.579916,-46.647819,6,65,True,11,0,Rápida
2024-03-21 19:30:00,Onibus 1,Linha 303,-23.591183,-46.645947,23,34,True,19,0,Rápida
2024-03-31 04:38:00,Onibus 14,Linha 202,-23.588246,-46.676377,2,64,True,4,0,Rápida
2024-03-15 14:59:00,Onibus 29,Linha 303,-23.57098,-46.67141,36,55,True,14,1,Lenta
2024-03-27 11:58:00,Onibus 28,Linha 303,-23.565684,-46.674233,25,53,True,11,0,Rápida
2024-03-18 16:18:00,Onibus 2,Linha 101,-23.573243,-46.662089,38,43,True,16,1,Lenta
2024-03-06 17:51:00,Onibus 3,Linha 303,-23.597614,-46.657404,12,71,True,17,0,Rápida
2024-03-22 12:51:00,Onibus 7,Linha 303,-23.565425,-46.661882,36,45,True,12,1,Lenta
2024-03-21 12:26:00,Onibus 30,Linha 303,-23.571141,-46.670978,24,20,True,12,0,Rápida
2024-03-25 00:49:00,Onibus 1,Linha 505,-23.567998,-46.637091,18,84,True,0,0,Rápida
2024-03-23 02:31:00,Onibus 28,Linha 101,-23.51336,-46.688738,49,121,False,2,1,Lenta
2024-03-08 00:38:00,Onibus 23,Linha 101,-23.587309,-46.633982,39,90,True,0,1,Lenta
2024-03-19 13:01:00,Onibus 25,Linha 404,-23.587038,-46.653875,36,82,True,13,1,Lenta
